Source,Target,Distance
94,1535,fashion
99,97,automotive
100,2092,sports
59,801,computers
51,1393,movies
11,1260,fashion
9,1300,fashion
78,1821,sports
109,1019,electronics
27,471,games
64,1544,sports
53,1687,movies
64,2009,computers
93,417,games
99,97,clothing
111,1016,automotive
64,564,computers
44,827,computers
85,84,movies
18,970,computers
85,309,hardware
104,1615,sports
59,931,automotive
93,417,fashion
35,868,clothing
2,624,clothing
121,1915,automotive
20,1145,computers
25,2216,movies
28,1465,sports
85,309,games
97,1609,clothing
57,1320,electronics
78,1821,computers
82,365,electronics
84,244,automotive
22,415,hardware
93,2177,fashion
61,1085,movies
90,1972,clothing
94,1206,sports
93,2177,electronics
63,83,movies
64,504,games
93,2177,fashion
44,515,hardware
27,1892,games
35,279,movies
13,1555,computers
78,1821,movies
27,611,games
97,1756,clothing
109,2293,clothing
93,2177,electronics
2,518,games
51,810,hardware
44,935,hardware
77,1457,clothing
64,2084,hardware
94,1535,hardware
57,2285,clothing
51,448,electronics
69,1162,fashion
13,271,computers
97,9,sports
66,473,clothing
57,1320,fashion
99,277,fashion
94,1535,computers
71,1697,fashion
61,511,sports
63,585,movies
57,2221,electronics
35,807,electronics
22,208,hardware
35,279,electronics
99,2212,computers
9,1277,games
35,2146,electronics
75,65,clothing
99,277,hardware
18,970,automotive
18,374,fashion
64,1367,clothing
53,1538,sports
63,585,sports
97,1756,fashion
64,1567,hardware
94,741,sports
66,12,clothing
63,83,games
121,1915,games
11,2222,computers
75,1525,electronics
64,1997,games
57,2221,games
22,1022,sports
54,1234,games
54,243,clothing
94,896,sports
78,1821,computers
39,1880,movies
9,1091,clothing
35,868,games
85,309,movies
66,736,games
77,2248,computers
57,2285,fashion
57,2221,computers
9,1027,movies
66,12,hardware
9,1091,games
13,1555,fashion
111,1016,fashion
77,595,hardware
99,277,fashion
18,1658,fashion
11,390,movies
93,2230,computers
32,2336,sports
2,518,games
35,807,computers
13,2208,hardware
64,2009,electronics
99,2212,movies
94,896,games
63,462,clothing
9,1300,fashion
97,9,computers
86,1732,sports
66,1721,movies
71,1697,clothing
99,2368,automotive
18,934,clothing
44,1926,movies
64,1997,fashion
22,76,movies
54,1163,computers
18,1658,computers
115,1000,fashion
103,1759,sports
75,253,movies
54,1234,sports
22,208,clothing
20,355,computers
77,2248,clothing
11,222,sports
66,1721,games
9,1091,sports
109,1019,hardware
77,595,fashion
57,2221,clothing
61,511,hardware
20,1801,movies
53,1059,clothing
77,595,games
22,415,computers
95,436,fashion
44,1926,sports
51,1393,movies
35,279,sports
64,564,computers
72,455,clothing
35,807,sports
53,1538,clothing
82,365,fashion
13,1072,sports
94,1966,hardware
35,279,automotive
63,83,computers
85,309,computers
54,1026,automotive
94,896,computers
53,1740,hardware
54,770,games
54,165,clothing
93,2177,fashion
66,1360,clothing
77,343,hardware
111,1016,clothing
22,1717,computers
77,2248,computers
105,1760,games
71,1093,movies
54,1042,electronics
59,2029,fashion
85,309,clothing
94,1966,movies
28,1465,electronics
84,1404,computers
27,471,games
71,1093,sports
53,1740,games
51,1049,automotive
11,390,clothing
90,1639,hardware
39,210,electronics
61,1471,clothing
51,1049,computers
72,1264,sports
70,1516,clothing
8,2383,hardware
61,1471,clothing
112,1563,fashion
22,90,sports
22,233,fashion
53,2139,computers
99,277,fashion
9,430,hardware
78,1821,computers
99,2212,computers
57,2285,hardware
64,2009,games
11,1260,clothing
44,515,games
69,1162,games
85,2359,sports
64,846,movies
13,1623,games
35,279,games
27,382,movies
27,856,electronics
93,2177,sports
59,931,games
94,1206,automotive
44,515,clothing
97,412,movies
53,881,movies
27,1892,electronics
59,2355,games
66,736,sports
86,1732,hardware
97,1756,automotive
128,1111,games
11,2222,movies
99,2368,hardware
64,1567,computers
35,807,clothing
27,1065,hardware
11,390,games
51,448,hardware
44,515,computers
36,1001,sports
11,1260,electronics
61,1645,movies
53,670,games
99,1744,computers
66,1360,computers
84,2218,sports
85,864,games
99,1744,fashion
11,2222,hardware
22,1717,sports
97,819,movies
39,1880,games
77,751,computers
51,1318,sports
59,2029,computers
22,415,computers
44,827,fashion
85,84,computers
71,1093,automotive
74,62,fashion
27,1065,computers
78,1821,clothing
28,1465,clothing
64,708,fashion
51,1318,hardware
35,279,clothing
53,1687,games
99,1804,electronics
36,445,sports
36,445,movies
51,1393,hardware
28,1465,clothing
85,84,movies
54,165,fashion
61,511,sports
44,827,games
53,1863,games
93,2177,fashion
53,1863,clothing
78,1821,movies
54,1234,computers
28,1465,fashion
53,2139,hardware
77,343,sports
97,1609,hardware
57,306,games
63,212,games
54,2379,fashion
97,649,fashion
99,2032,games
51,448,clothing
63,212,hardware
111,1016,computers
63,462,fashion
61,1085,games
109,1019,hardware
20,1801,hardware
61,1645,fashion
35,279,sports
59,2029,clothing
94,896,computers
105,1760,games
20,355,movies
97,412,computers
64,2009,computers
53,769,hardware
64,68,clothing
22,1022,games
39,1880,games
90,1639,sports
94,352,games
97,1522,sports
51,1318,games
75,65,clothing
99,277,clothing
35,2199,games
51,448,movies
54,243,automotive
93,417,sports
97,412,computers
99,277,fashion
44,1926,clothing
53,1059,computers
27,820,movies
18,128,fashion
53,881,clothing
27,1935,movies
53,1740,clothing
97,819,clothing
66,736,fashion
9,21,sports
97,1522,movies
66,12,hardware
63,462,clothing
121,1915,games
94,1535,clothing
72,1370,hardware
11,390,movies
90,1639,hardware
119,2356,games
20,355,movies
54,243,computers
99,277,hardware
35,740,movies
35,2199,movies
70,1516,fashion
64,1367,games
44,515,games
18,1958,clothing
72,1856,movies
100,2306,fashion
93,417,sports
22,1717,sports
32,2336,clothing
57,2285,computers
36,1001,movies
8,1241,fashion
64,1157,hardware
99,97,games
53,670,computers
94,352,sports
77,751,electronics
18,1658,games
85,1387,electronics
36,445,hardware
85,2359,movies
51,810,sports
51,1318,automotive
57,2221,computers
64,504,movies
93,2230,computers
32,2336,movies
2,518,clothing
27,471,hardware
35,279,computers
18,121,clothing
64,1588,computers
84,244,clothing
22,233,computers
44,1926,hardware
100,1793,clothing
86,1732,sports
128,1111,clothing
66,1721,sports
27,471,clothing
9,1027,games
57,1320,games
97,9,electronics
35,2243,computers
112,1563,sports
82,1214,sports
64,2084,games
70,1516,games
36,2161,movies
53,1059,games
13,1623,clothing
72,455,fashion
59,2355,hardware
99,277,fashion
74,1270,automotive
69,1162,sports
2,624,clothing
61,511,sports
25,2216,hardware
59,2355,computers
90,1972,hardware
74,2132,computers
61,1085,electronics
51,1485,games
53,1059,automotive
18,1064,games
94,1206,computers
18,934,computers
27,1065,clothing
93,2230,games
44,515,movies
20,355,clothing
84,244,computers
74,367,fashion
27,471,hardware
77,751,movies
18,374,computers
71,113,fashion
63,212,games
97,1756,automotive
63,462,fashion
27,611,hardware
35,740,clothing
9,1300,automotive
63,462,movies
27,221,sports
11,222,hardware
99,2368,games
9,430,games
103,1759,computers
57,1320,hardware
75,65,computers
18,934,games
63,462,clothing
44,827,sports
18,1874,fashion
9,430,computers
130,1445,computers
18,374,clothing
18,1205,games
61,1645,clothing
72,1856,clothing
85,1387,sports
64,708,clothing
44,827,games
99,2032,games
72,1856,computers
94,352,games
27,1892,computers
61,511,hardware
74,2132,computers
51,1049,games
85,309,games
64,564,games
64,68,computers
27,471,automotive
13,1623,clothing
27,856,electronics
63,462,automotive
97,819,hardware
57,2285,computers
27,820,automotive
61,1645,games
35,2243,hardware
32,2336,clothing
2,518,electronics
77,2248,games
11,390,computers
44,827,computers
51,2030,fashion
119,2356,hardware
112,1563,movies
86,1732,movies
64,2009,movies
78,1821,games
94,1535,hardware
64,1367,fashion
93,2230,computers
8,2383,computers
64,1367,sports
35,807,electronics
100,2092,computers
64,846,sports
78,1821,computers
100,1793,electronics
51,1318,sports
53,1863,movies
35,807,clothing
51,1049,computers
64,1588,clothing
9,1027,hardware
22,844,games
122,1809,sports
123,1634,automotive
11,2222,computers
13,1362,sports
2,624,computers
27,221,games
82,365,automotive
72,455,movies
51,1049,fashion
109,1019,clothing
51,1485,games
59,931,computers
18,1064,fashion
63,462,hardware
54,1436,hardware
75,358,computers
51,1318,clothing
64,1997,hardware
100,2092,fashion
51,1393,games
44,515,hardware
59,2029,clothing
22,1022,clothing
18,121,games
22,844,computers
9,1091,electronics
94,741,hardware
69,1162,games
9,1027,sports
70,1516,computers
109,1019,fashion
22,1717,games
27,221,sports
9,371,clothing
44,935,sports
18,1958,computers
94,1535,games
77,343,games
18,1064,sports
11,1260,automotive
35,2199,fashion
94,352,sports
39,1880,computers
27,1329,clothing
53,1687,hardware
66,473,sports
69,34,movies
36,445,automotive
39,210,sports
63,83,clothing
64,1017,automotive
44,2283,computers
54,770,sports
90,1639,electronics
130,1445,electronics
84,244,computers
54,178,games
51,2030,hardware
63,83,automotive
27,221,electronics
27,611,fashion
64,2084,games
51,1318,hardware
77,343,sports
51,2030,hardware
115,1000,hardware
99,277,clothing
36,445,fashion
94,741,computers
63,462,games
44,935,hardware
97,1756,clothing
109,2293,movies
75,253,computers
18,1958,hardware
97,819,sports
86,1732,computers
100,2306,clothing
51,810,hardware
77,751,computers
28,1465,clothing
103,1759,electronics
77,2248,fashion
99,2212,games
18,1064,fashion
9,1300,sports
27,471,movies
66,473,clothing
13,1623,clothing
77,1989,hardware
54,243,computers
44,2283,fashion
100,2306,computers
2,518,hardware
77,1304,clothing
74,367,clothing
54,1436,clothing
112,1563,clothing
61,1471,automotive
61,1085,computers
77,343,sports
9,1300,fashion
27,471,computers
97,412,computers
97,819,sports
2,518,sports
18,128,hardware
28,1465,hardware
64,846,fashion
72,1264,electronics
123,1634,movies
85,2359,clothing
75,65,computers
54,1163,sports
72,455,movies
74,62,sports
77,595,electronics
109,2293,sports
66,736,games
64,2084,computers
9,1277,computers
35,2127,computers
22,415,games
9,1277,sports
22,157,clothing
72,1201,games
9,1277,computers
71,1697,fashion
71,1093,sports
54,1163,clothing
75,358,automotive
35,868,electronics
53,1863,games
27,382,clothing
36,127,computers
72,1856,games
51,810,hardware
74,1270,computers
84,244,games
9,1277,hardware
112,1563,clothing
53,1740,hardware
97,1609,movies
97,819,clothing
13,1623,sports
84,2218,sports
64,68,movies
13,271,hardware
35,2243,electronics
35,279,games
75,1771,fashion
22,1717,sports
18,374,hardware
11,1260,fashion
66,1360,clothing
109,1019,sports
111,855,computers
114,2128,movies
27,1065,games
64,2084,electronics
25,1807,games
128,1111,computers
72,1370,movies
99,97,fashion
99,1,movies
64,1997,sports
11,2222,games
77,1304,clothing
20,355,movies
27,1935,games
77,751,electronics
54,2379,electronics
74,62,computers
117,1249,movies
18,374,sports
22,76,games
105,399,movies
59,2133,computers
85,2359,electronics
69,34,hardware
109,2293,automotive
32,1815,clothing
44,1926,hardware
64,1567,games
35,2243,movies
8,2383,electronics
54,243,movies
82,1214,computers
84,244,clothing
109,1019,computers
64,846,sports
9,1027,games
130,1445,hardware
64,2009,clothing
35,740,games
35,279,sports
95,436,hardware
72,1307,movies
99,1744,sports
13,1623,fashion
74,2132,sports
13,1362,games
35,279,hardware
69,1162,clothing
54,770,sports
103,1759,clothing
85,1387,fashion
84,244,electronics
64,1997,hardware
18,374,electronics
78,1769,electronics
44,2283,fashion
20,355,games
9,1300,clothing
57,2285,fashion
97,819,automotive
109,1019,games
18,121,clothing
44,827,computers
9,1143,computers
27,382,computers
27,1892,games
75,253,games
64,504,hardware
97,1522,computers
44,827,electronics
51,1318,sports
53,769,computers
104,1615,sports
75,65,computers
90,1972,sports
54,1436,computers
22,76,clothing
18,128,clothing
123,1634,movies
9,1300,games
127,1734,computers
9,371,clothing
103,1759,movies
54,243,games
2,518,games
9,21,games
22,90,fashion
97,1522,fashion
99,2032,electronics
51,1318,clothing
99,2368,clothing
27,1935,games
27,1892,clothing
9,1027,clothing
59,2029,sports
99,2368,automotive
97,412,clothing
32,2336,games
64,1017,hardware
99,1744,movies
32,2336,hardware
13,1623,clothing
27,1065,hardware
78,1769,electronics
94,741,computers
66,1721,clothing
111,855,clothing
11,1260,sports
53,1538,computers
122,1809,sports
104,754,games
22,1717,sports
27,382,movies
66,1360,hardware
9,371,automotive
86,1732,computers
18,1958,clothing
28,1465,hardware
77,595,movies
64,1567,movies
100,2306,clothing
22,1782,clothing
130,1445,games
25,2216,movies
75,253,clothing
13,1362,fashion
13,1623,games
122,1809,movies
54,243,fashion
93,2230,sports
64,504,clothing
11,222,computers
13,2208,electronics
99,2212,movies
35,2127,games
64,1367,clothing
64,846,fashion
99,2212,hardware
99,97,sports
51,1049,fashion
9,1143,fashion
69,34,sports
66,1360,fashion
54,178,computers
53,1863,automotive
123,1634,electronics
59,2355,clothing
22,1782,hardware
54,2379,hardware
94,1206,electronics
9,1143,clothing
77,595,computers
99,97,sports
2,1450,fashion
64,1367,movies
94,1535,clothing
20,1145,clothing
97,1756,computers
54,243,sports
32,2336,movies
64,708,games
64,68,movies
54,243,hardware
72,1856,movies
13,1362,sports
130,1146,computers
64,1157,computers
75,1525,movies
78,1821,fashion
9,1143,movies
66,736,games
85,864,games
27,856,clothing
35,2229,games
63,462,hardware
109,1019,sports
85,84,movies
13,1072,electronics
59,801,fashion
64,564,sports
35,2127,clothing
74,367,games
35,2199,sports
77,2248,games
72,455,hardware
71,1697,hardware
54,165,fashion
72,1307,games
9,1277,movies
77,595,clothing
53,769,hardware
35,2229,sports
27,2384,movies
64,2084,hardware
97,412,hardware
61,1085,games
94,741,clothing
25,643,fashion
66,1360,fashion
54,243,clothing
28,1465,electronics
51,1393,computers
54,770,computers
27,382,computers
64,1997,games
36,1001,hardware
114,2128,games
57,306,games
59,2029,movies
94,1966,electronics
85,1387,hardware
27,611,computers
36,445,computers
53,881,games
27,856,sports
128,1111,clothing
51,1049,fashion
11,2222,hardware
22,90,clothing
18,1658,computers
93,956,games
97,1756,electronics
22,415,movies
59,2029,hardware
